negara,id_responden,pentingnya_keluarga,pentingnya_teman,pentingnya_waktu_luang,pentingnya_pekerjaan,kebebasan_memilih,kepuasan_hidup,kepuasan_finansial,religiusitas,skala_politik,jenis_kelamin,tahun_lahir,usia,status_pernikahan,status_pekerjaan
Kanada,124070238,1.0,1.0,2.0,1.0,7.0,7.0,5.0,3.0,3.0,Laki-laki,1996.0,24.0,Lajang,Penuh waktu
Kanada,124070239,2.0,2.0,2.0,2.0,7.0,8.0,7.0,3.0,4.0,Laki-laki,1953.0,66.0,Menikah,Penuh waktu
Kanada,124070240,1.0,2.0,2.0,3.0,7.0,8.0,8.0,6.0,5.0,Perempuan,1952.0,68.0,Menikah,Pensiunan
Kanada,124070242,1.0,1.0,1.0,2.0,10.0,9.0,9.0,7.0,7.0,Laki-laki,1984.0,35.0,Menikah,Penuh waktu
Kanada,124070243,1.0,1.0,1.0,1.0,9.0,10.0,7.0,4.0,3.0,Perempuan,1997.0,23.0,Kohabitasi,Pelajar/Mahasiswa
Kanada,124070244,2.0,1.0,2.0,1.0,7.0,7.0,6.0,5.0,3.0,Perempuan,2002.0,18.0,Lajang,Pelajar/Mahasiswa
Kanada,124070245,1.0,1.0,2.0,1.0,9.0,8.0,8.0,4.0,7.0,Perempuan,1984.0,36.0,Kohabitasi,Penuh waktu
Kanada,124070246,1.0,1.0,1.0,2.0,10.0,10.0,9.0,5.0,7.0,Laki-laki,1969.0,51.0,Menikah,Wiraswasta
Kanada,124070247,1.0,2.0,1.0,1.0,5.0,6.0,4.0,3.0,5.0,Perempuan,1988.0,32.0,Lajang,Penuh waktu
Kanada,124070250,1.0,1.0,1.0,3.0,7.0,7.0,7.0,1.0,7.0,Laki-laki,1972.0,35.0,Lajang,Ibu rumah tangga
Kanada,124070251,1.0,1.0,1.0,4.0,10.0,8.0,6.0,3.0,5.0,Perempuan,1954.0,65.0,Janda/Duda,Pensiunan
Kanada,124070252,1.0,1.0,1.0,1.0,8.0,8.0,8.0,6.0,9.0,Perempuan,1952.0,68.0,Menikah,Pensiunan
Kanada,124070253,1.0,1.0,1.0,2.0,5.0,6.0,6.0,3.0,1.0,Perempuan,1994.0,26.0,Menikah,Ibu rumah tangga
Kanada,124070254,3.0,2.0,1.0,2.0,7.0,7.0,7.0,3.0,4.0,Laki-laki,1965.0,54.0,Pisah,Penuh waktu
Kanada,124070255,1.0,2.0,1.0,4.0,4.0,7.0,7.0,2.0,1.0,Perempuan,1964.0,56.0,Menikah,Pensiunan
Kanada,124070256,1.0,1.0,2.0,1.0,8.0,9.0,6.0,7.0,7.0,Perempuan,1972.0,47.0,Menikah,Paruh waktu
Kanada,124070257,1.0,2.0,2.0,4.0,6.0,5.0,5.0,4.0,5.0,Perempuan,1983.0,37.0,Menikah,Ibu rumah tangga
Kanada,124070258,2.0,2.0,1.0,1.0,5.0,6.0,6.0,5.0,3.0,Perempuan,1990.0,29.0,Kohabitasi,Penuh waktu
Kanada,124070259,1.0,1.0,1.0,1.0,8.0,6.0,7.0,3.0,3.0,Perempuan,1992.0,28.0,Kohabitasi,Penuh waktu
Kanada,124070260,1.0,2.0,1.0,3.0,7.0,5.0,6.0,6.0,6.0,Perempuan,1981.0,39.0,Menikah,Penuh waktu
Kanada,124070263,2.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,4.0,Perempuan,1986.0,34.0,Kohabitasi,Tidak bekerja
Kanada,124070264,1.0,1.0,1.0,1.0,8.0,7.0,7.0,8.0,6.0,Perempuan,1984.0,35.0,Menikah,Wiraswasta
Kanada,124070265,1.0,2.0,2.0,1.0,8.0,8.0,5.0,7.0,7.0,Laki-laki,1983.0,37.0,Bercerai,Penuh waktu
Kanada,124070266,1.0,2.0,1.0,2.0,7.0,8.0,8.0,10.0,4.0,Laki-laki,1982.0,37.0,Menikah,Penuh waktu
Kanada,124070267,1.0,2.0,2.0,3.0,8.0,6.0,9.0,2.0,7.0,Perempuan,1984.0,36.0,Menikah,Penuh waktu
Kanada,124070268,1.0,1.0,1.0,2.0,9.0,8.0,8.0,4.0,9.0,Perempuan,1943.0,76.0,Lajang,Pensiunan
Kanada,124070269,1.0,1.0,1.0,2.0,9.0,9.0,9.0,5.0,4.0,Perempuan,1981.0,38.0,Menikah,Pensiunan
Kanada,124070270,1.0,1.0,1.0,1.0,10.0,10.0,10.0,9.0,1.0,Perempuan,1958.0,62.0,Menikah,Paruh waktu
Kanada,124070272,1.0,1.0,1.0,3.0,7.0,10.0,10.0,3.0,6.0,Perempuan,1993.0,27.0,Kohabitasi,Penuh waktu
Kanada,124070273,1.0,1.0,1.0,3.0,9.0,8.0,10.0,5.0,3.0,Perempuan,1970.0,50.0,Kohabitasi,Penuh waktu
Kanada,124070276,1.0,1.0,1.0,2.0,9.0,8.0,7.0,8.0,7.0,Perempuan,1998.0,22.0,Lajang,Paruh waktu
Kanada,124070277,1.0,1.0,1.0,4.0,9.0,9.0,9.0,1.0,3.0,Laki-laki,1948.0,72.0,Kohabitasi,Pensiunan
Kanada,124070278,1.0,1.0,2.0,2.0,7.0,7.0,6.0,10.0,1.0,Perempuan,1953.0,67.0,Janda/Duda,Pensiunan
Kanada,124070279,1.0,2.0,3.0,1.0,8.0,7.0,6.0,4.0,5.0,Laki-laki,1959.0,61.0,Menikah,Penuh waktu
Kanada,124070280,1.0,2.0,2.0,2.0,9.0,9.0,8.0,4.0,2.0,Laki-laki,1980.0,40.0,Menikah,Penuh waktu
Kanada,124070281,2.0,1.0,2.0,2.0,7.0,7.0,6.0,2.0,6.0,Laki-laki,1989.0,31.0,Kohabitasi,Penuh waktu
Kanada,124070282,1.0,2.0,1.0,1.0,8.0,9.0,8.0,5.0,5.0,Laki-laki,1963.0,57.0,Menikah,Penuh waktu
Kanada,124070283,1.0,2.0,1.0,1.0,9.0,8.0,8.0,5.0,10.0,Laki-laki,1957.0,63.0,Menikah,Penuh waktu
Kanada,124070284,1.0,1.0,1.0,3.0,8.0,10.0,8.0,6.0,7.0,Perempuan,1968.0,52.0,Kohabitasi,Tidak bekerja
Kanada,124070285,1.0,2.0,2.0,4.0,9.0,8.0,7.0,3.0,5.0,Laki-laki,1954.0,66.0,Bercerai,Pensiunan
Kanada,124070286,2.0,3.0,2.0,2.0,9.0,9.0,10.0,5.0,9.0,Perempuan,1972.0,48.0,Lajang,Penuh waktu
Kanada,124070287,1.0,2.0,2.0,1.0,10.0,10.0,10.0,4.0,8.0,Laki-laki,1963.0,57.0,Menikah,Penuh waktu
Kanada,124070288,1.0,1.0,2.0,1.0,8.0,9.0,8.0,10.0,2.0,Laki-laki,1941.0,79.0,Menikah,Pensiunan
Kanada,124070289,2.0,2.0,1.0,2.0,7.0,6.0,5.0,3.0,6.0,Laki-laki,1991.0,29.0,Bercerai,Tidak bekerja
Kanada,124070290,1.0,2.0,1.0,1.0,5.0,5.0,5.0,3.0,5.0,Laki-laki,1987.0,33.0,Menikah,Penuh waktu
Kanada,124070291,1.0,1.0,2.0,3.0,8.0,8.0,6.0,3.0,1.0,Perempuan,1979.0,41.0,Bercerai,Wiraswasta
Kanada,124070292,1.0,2.0,2.0,2.0,10.0,8.0,7.0,4.0,3.0,Perempuan,1985.0,35.0,Menikah,Penuh waktu
Kanada,124070293,1.0,1.0,1.0,1.0,10.0,10.0,10.0,8.0,10.0,Laki-laki,1970.0,48.0,Menikah,Penuh waktu
Kanada,124070294,1.0,2.0,1.0,2.0,7.0,4.0,3.0,8.0,5.0,Laki-laki,1962.0,59.0,Menikah,Tidak bekerja
Kanada,124070295,1.0,1.0,1.0,1.0,8.0,8.0,10.0,9.0,10.0,Laki-laki,1932.0,88.0,Janda/Duda,Pensiunan
Kanada,124070296,1.0,2.0,1.0,2.0,3.0,4.0,3.0,9.0,5.0,Perempuan,1968.0,52.0,Lajang,Tidak bekerja
Kanada,124070297,1.0,1.0,1.0,3.0,9.0,10.0,9.0,6.0,2.0,Perempuan,1957.0,63.0,Menikah,Pensiunan
Kanada,124070298,2.0,2.0,1.0,1.0,7.0,7.0,7.0,1.0,6.0,Laki-laki,1964.0,56.0,Janda/Duda,Wiraswasta
Kanada,124070299,1.0,1.0,1.0,2.0,8.0,8.0,5.0,5.0,6.0,Laki-laki,1989.0,30.0,Kohabitasi,Penuh waktu
Kanada,124070300,2.0,1.0,1.0,3.0,5.0,7.0,3.0,4.0,3.0,Laki-laki,1980.0,40.0,Lajang,Tidak bekerja
Kanada,124070301,1.0,1.0,1.0,1.0,5.0,5.0,7.0,3.0,5.0,Perempuan,2000.0,20.0,Lajang,Pelajar/Mahasiswa
Kanada,124070302,2.0,3.0,2.0,2.0,9.0,9.0,9.0,8.0,5.0,Laki-laki,1957.0,62.0,Kohabitasi,Penuh waktu
Kanada,124070303,2.0,2.0,1.0,2.0,5.0,3.0,1.0,1.0,5.0,Perempuan,1966.0,54.0,Pisah,Paruh waktu
Kanada,124070304,2.0,2.0,1.0,1.0,5.0,4.0,4.0,1.0,7.0,Perempuan,2000.0,20.0,Lajang,Tidak bekerja
Kanada,124070305,1.0,2.0,2.0,2.0,8.0,9.0,6.0,4.0,8.0,Laki-laki,1985.0,35.0,Pisah,Penuh waktu
Kanada,124070306,1.0,2.0,3.0,1.0,4.0,6.0,7.0,7.0,5.0,Perempuan,1980.0,39.0,Bercerai,Penuh waktu
Kanada,124070307,1.0,2.0,2.0,2.0,9.0,8.0,7.0,5.0,9.0,Perempuan,2002.0,18.0,Lajang,Pelajar/Mahasiswa
Kanada,124070309,2.0,2.0,3.0,3.0,5.0,1.0,4.0,9.0,3.0,Laki-laki,1977.0,43.0,Menikah,Penuh waktu
Kanada,124070310,1.0,1.0,1.0,2.0,7.0,6.0,7.0,4.0,7.0,Laki-laki,1988.0,32.0,Lajang,Tidak bekerja
Kanada,124070311,2.0,2.0,2.0,4.0,8.0,8.0,8.0,6.0,3.0,Perempuan,1953.0,66.0,Menikah,Pensiunan
Kanada,124070312,2.0,1.0,1.0,2.0,5.0,9.0,9.0,3.0,4.0,Laki-laki,1936.0,84.0,Menikah,Pensiunan
Kanada,124070313,1.0,2.0,1.0,1.0,6.0,8.0,6.0,7.0,8.0,Laki-laki,1970.0,50.0,Menikah,Penuh waktu
Kanada,124070314,1.0,1.0,1.0,2.0,8.0,9.0,7.0,3.0,3.0,Perempuan,1948.0,71.0,Bercerai,Pensiunan
Kanada,124070315,1.0,1.0,2.0,3.0,7.0,7.0,6.0,4.0,4.0,Perempuan,1938.0,81.0,Bercerai,Pensiunan
Kanada,124070316,1.0,1.0,1.0,3.0,10.0,10.0,10.0,9.0,7.0,Laki-laki,1944.0,75.0,Menikah,Pensiunan
Kanada,124070317,1.0,1.0,1.0,1.0,5.0,4.0,5.0,1.0,8.0,Laki-laki,1966.0,54.0,Menikah,Wiraswasta
Kanada,124070318,1.0,3.0,2.0,3.0,5.0,7.0,6.0,3.0,5.0,Laki-laki,1957.0,63.0,Menikah,Pensiunan
Kanada,124070319,1.0,1.0,2.0,1.0,7.0,6.0,6.0,5.0,4.0,Perempuan,1982.0,38.0,Kohabitasi,Penuh waktu
Kanada,124070320,1.0,1.0,2.0,2.0,10.0,8.0,9.0,3.0,3.0,Laki-laki,1938.0,82.0,Menikah,Pensiunan
Kanada,124070321,1.0,1.0,2.0,2.0,6.0,6.0,5.0,1.0,5.0,Perempuan,1994.0,26.0,Lajang,Penuh waktu
Kanada,124070322,1.0,1.0,1.0,1.0,8.0,8.0,6.0,6.0,3.0,Laki-laki,1962.0,58.0,Lajang,Penuh waktu
Kanada,124070323,1.0,2.0,2.0,3.0,10.0,4.0,5.0,8.0,8.0,Laki-laki,1946.0,73.0,Menikah,Pensiunan
Kanada,124070325,2.0,1.0,1.0,1.0,6.0,5.0,7.0,5.0,5.0,Laki-laki,1977.0,44.0,Kohabitasi,Wiraswasta
Kanada,124070326,1.0,1.0,1.0,1.0,8.0,9.0,9.0,8.0,6.0,Laki-laki,1956.0,64.0,Menikah,Wiraswasta
Kanada,124070327,1.0,1.0,2.0,4.0,7.0,6.0,4.0,4.0,8.0,Laki-laki,1934.0,86.0,Menikah,Pensiunan
Kanada,124070328,1.0,1.0,2.0,3.0,9.0,9.0,7.0,1.0,8.0,Perempuan,1954.0,66.0,Menikah,Pensiunan
Kanada,124070329,1.0,1.0,1.0,2.0,4.0,7.0,6.0,9.0,7.0,Laki-laki,1969.0,51.0,Menikah,Wiraswasta
Kanada,124070330,1.0,1.0,1.0,2.0,8.0,8.0,8.0,8.0,5.0,Laki-laki,1979.0,40.0,Menikah,Penuh waktu
Kanada,124070331,1.0,1.0,1.0,1.0,7.0,8.0,8.0,6.0,9.0,Laki-laki,1989.0,31.0,Pisah,Penuh waktu
Kanada,124070332,1.0,1.0,1.0,1.0,9.0,10.0,7.0,4.0,9.0,Laki-laki,1979.0,41.0,Menikah,Penuh waktu
Kanada,124070333,2.0,3.0,3.0,2.0,4.0,4.0,1.0,4.0,4.0,Laki-laki,1978.0,42.0,Kohabitasi,Penuh waktu
Kanada,124070334,1.0,1.0,1.0,1.0,6.0,7.0,5.0,3.0,1.0,Laki-laki,1985.0,35.0,Menikah,Penuh waktu
Kanada,124070335,1.0,2.0,2.0,2.0,7.0,7.0,7.0,4.0,6.0,Perempuan,1981.0,39.0,Kohabitasi,Penuh waktu
Kanada,124070336,3.0,1.0,1.0,2.0,8.0,8.0,1.0,6.0,5.0,Perempuan,1950.0,69.0,Lajang,Wiraswasta
Kanada,124070337,1.0,3.0,3.0,4.0,10.0,6.0,1.0,3.0,3.0,Laki-laki,1960.0,60.0,Lajang,Pensiunan
Kanada,124070338,1.0,1.0,2.0,2.0,8.0,8.0,8.0,3.0,3.0,Perempuan,1946.0,74.0,Bercerai,Pensiunan
Kanada,124070339,2.0,2.0,2.0,1.0,6.0,7.0,5.0,1.0,5.0,Laki-laki,1948.0,72.0,Bercerai,Wiraswasta
Kanada,124070340,1.0,2.0,2.0,1.0,4.0,5.0,6.0,7.0,10.0,Laki-laki,1976.0,43.0,Menikah,Penuh waktu
Kanada,124070341,1.0,1.0,1.0,1.0,8.0,7.0,6.0,2.0,3.0,Laki-laki,1982.0,38.0,Menikah,Penuh waktu
Kanada,124070342,1.0,1.0,1.0,2.0,8.0,8.0,7.0,4.0,4.0,Perempuan,1964.0,56.0,Menikah,Tidak bekerja
Kanada,124070343,1.0,2.0,2.0,2.0,9.0,8.0,7.0,7.0,9.0,Laki-laki,1986.0,34.0,Menikah,Penuh waktu
Kanada,124070344,1.0,1.0,1.0,2.0,10.0,8.0,10.0,4.0,3.0,Perempuan,1987.0,32.0,Menikah,Penuh waktu
Kanada,124070345,1.0,2.0,2.0,2.0,10.0,7.0,7.0,3.0,5.0,Perempuan,1991.0,28.0,Lajang,Penuh waktu
Kanada,124070347,4.0,1.0,2.0,3.0,6.0,4.0,3.0,1.0,2.0,Laki-laki,1971.0,49.0,Lajang,Wiraswasta
Kanada,124070348,1.0,1.0,2.0,2.0,8.0,8.0,7.0,1.0,4.0,Laki-laki,1953.0,67.0,Lajang,Pensiunan
Kanada,124070349,1.0,3.0,2.0,3.0,8.0,9.0,9.0,9.0,6.0,Laki-laki,1956.0,63.0,Menikah,Pensiunan
Kanada,124070350,1.0,2.0,1.0,1.0,9.0,6.0,9.0,6.0,6.0,Laki-laki,1986.0,35.0,Menikah,Penuh waktu
Kanada,124070351,1.0,1.0,1.0,1.0,10.0,8.0,7.0,9.0,5.0,Perempuan,1980.0,40.0,Kohabitasi,Penuh waktu
Kanada,124070353,1.0,2.0,1.0,2.0,9.0,7.0,7.0,3.0,3.0,Perempuan,1988.0,32.0,Menikah,Ibu rumah tangga
Kanada,124070354,1.0,1.0,1.0,2.0,6.0,6.0,4.0,4.0,5.0,Laki-laki,1983.0,37.0,Kohabitasi,Penuh waktu
Kanada,124070355,1.0,2.0,2.0,1.0,7.0,8.0,7.0,10.0,5.0,Perempuan,1986.0,33.0,Menikah,Ibu rumah tangga
Kanada,124070356,1.0,1.0,1.0,4.0,8.0,7.0,8.0,5.0,1.0,Perempuan,1957.0,63.0,Menikah,Pensiunan
Kanada,124070357,2.0,1.0,1.0,1.0,10.0,8.0,8.0,3.0,1.0,Laki-laki,1962.0,58.0,Bercerai,Wiraswasta
Kanada,124070358,1.0,2.0,2.0,2.0,6.0,7.0,6.0,1.0,6.0,Laki-laki,1980.0,40.0,Menikah,Penuh waktu
Kanada,124070359,1.0,2.0,2.0,2.0,8.0,8.0,8.0,1.0,3.0,Laki-laki,1973.0,47.0,Menikah,Penuh waktu
Kanada,124070360,2.0,3.0,1.0,4.0,8.0,8.0,8.0,5.0,2.0,Laki-laki,1953.0,67.0,Bercerai,Pensiunan
Kanada,124070361,1.0,1.0,1.0,2.0,8.0,7.0,6.0,5.0,6.0,Laki-laki,1975.0,45.0,Menikah,Penuh waktu
Kanada,124070362,1.0,1.0,1.0,3.0,7.0,7.0,6.0,10.0,2.0,Perempuan,2000.0,19.0,Lajang,Pelajar/Mahasiswa
Kanada,124070363,1.0,1.0,1.0,1.0,8.0,8.0,9.0,3.0,4.0,Perempuan,1974.0,45.0,Menikah,Penuh waktu
Kanada,124070364,1.0,2.0,1.0,2.0,8.0,8.0,8.0,4.0,5.0,Perempuan,1978.0,42.0,Lajang,Penuh waktu
Kanada,124070365,1.0,2.0,1.0,2.0,8.0,8.0,8.0,5.0,4.0,Laki-laki,1973.0,47.0,Menikah,Penuh waktu
Kanada,124070366,1.0,2.0,1.0,2.0,8.0,6.0,8.0,5.0,6.0,Perempuan,1999.0,21.0,Lajang,Pelajar/Mahasiswa
Kanada,124070367,1.0,1.0,2.0,4.0,3.0,3.0,1.0,4.0,2.0,Perempuan,1961.0,59.0,Bercerai,Tidak bekerja
Kanada,124070368,1.0,1.0,1.0,1.0,8.0,8.0,7.0,10.0,7.0,Laki-laki,1949.0,71.0,Menikah,Pensiunan
Kanada,124070369,2.0,2.0,2.0,1.0,9.0,8.0,9.0,2.0,4.0,Laki-laki,1983.0,36.0,Menikah,Tidak bekerja
Kanada,124070370,1.0,2.0,1.0,1.0,10.0,10.0,10.0,6.0,5.0,Perempuan,1964.0,56.0,Kohabitasi,Penuh waktu
Kanada,124070371,1.0,1.0,2.0,1.0,8.0,9.0,10.0,3.0,8.0,Laki-laki,1993.0,27.0,Kohabitasi,Penuh waktu
Kanada,124070372,1.0,3.0,2.0,1.0,7.0,6.0,8.0,3.0,6.0,Laki-laki,1976.0,43.0,Lajang,Penuh waktu
Kanada,124070373,1.0,1.0,2.0,2.0,8.0,9.0,9.0,3.0,8.0,Perempuan,1990.0,29.0,Menikah,Penuh waktu
Kanada,124070374,2.0,1.0,2.0,2.0,7.0,7.0,5.0,1.0,3.0,Perempuan,2001.0,19.0,Lajang,Pelajar/Mahasiswa
Kanada,124070375,1.0,1.0,3.0,1.0,8.0,8.0,6.0,8.0,9.0,Laki-laki,1986.0,34.0,Menikah,Penuh waktu
Kanada,124070376,1.0,2.0,1.0,1.0,9.0,9.0,8.0,9.0,5.0,Laki-laki,1961.0,58.0,Lajang,Penuh waktu
Kanada,124070377,1.0,3.0,2.0,1.0,7.0,7.0,6.0,3.0,7.0,Laki-laki,1976.0,44.0,Lajang,Penuh waktu
Kanada,124070378,1.0,3.0,2.0,3.0,8.0,9.0,10.0,6.0,5.0,Laki-laki,1951.0,68.0,Menikah,Pensiunan
Kanada,124070379,1.0,1.0,2.0,3.0,5.0,8.0,8.0,6.0,10.0,Laki-laki,1942.0,78.0,Menikah,Pensiunan
Kanada,124070380,2.0,3.0,3.0,4.0,10.0,9.0,9.0,2.0,3.0,Laki-laki,1942.0,78.0,Pisah,Pensiunan
Kanada,124070381,1.0,1.0,2.0,3.0,8.0,8.0,7.0,3.0,3.0,Perempuan,1952.0,67.0,Menikah,Pensiunan
Kanada,124070382,2.0,2.0,2.0,2.0,9.0,9.0,8.0,4.0,9.0,Laki-laki,1988.0,32.0,Menikah,Penuh waktu
Kanada,124070383,1.0,1.0,1.0,2.0,8.0,7.0,7.0,3.0,7.0,Perempuan,1951.0,69.0,Kohabitasi,Pensiunan
Kanada,124070384,2.0,2.0,1.0,1.0,6.0,6.0,7.0,4.0,4.0,Laki-laki,1981.0,39.0,Lajang,Penuh waktu
Kanada,124070387,1.0,3.0,1.0,2.0,2.0,9.0,3.0,8.0,5.0,Laki-laki,1994.0,26.0,Kohabitasi,Tidak bekerja
Kanada,124070388,1.0,1.0,1.0,2.0,6.0,6.0,7.0,1.0,1.0,Laki-laki,1982.0,38.0,Menikah,Penuh waktu
Kanada,124070389,1.0,1.0,1.0,2.0,8.0,4.0,6.0,3.0,5.0,Perempuan,1986.0,34.0,Lajang,Tidak bekerja
Kanada,124070390,1.0,2.0,2.0,2.0,9.0,9.0,7.0,1.0,8.0,Laki-laki,1986.0,34.0,Menikah,Penuh waktu
Kanada,124070391,1.0,1.0,2.0,2.0,7.0,8.0,7.0,3.0,7.0,Laki-laki,1978.0,42.0,Menikah,Penuh waktu
Kanada,124070392,1.0,2.0,2.0,2.0,7.0,6.0,6.0,10.0,5.0,Laki-laki,1977.0,43.0,Menikah,Penuh waktu
Kanada,124070394,3.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,7.0,Laki-laki,1987.0,34.0,Menikah,Penuh waktu
Kanada,124070395,1.0,3.0,2.0,2.0,6.0,9.0,7.0,9.0,7.0,Laki-laki,1988.0,32.0,Menikah,Penuh waktu
Kanada,124070396,2.0,2.0,2.0,2.0,6.0,7.0,6.0,1.0,4.0,Laki-laki,1945.0,75.0,Menikah,Paruh waktu
Kanada,124070397,1.0,1.0,1.0,3.0,4.0,3.0,6.0,3.0,5.0,Laki-laki,1988.0,31.0,Menikah,Penuh waktu
Kanada,124070398,1.0,2.0,2.0,1.0,10.0,10.0,5.0,10.0,5.0,Perempuan,1992.0,28.0,Menikah,Ibu rumah tangga
Kanada,124070399,2.0,1.0,2.0,2.0,7.0,7.0,6.0,10.0,3.0,Laki-laki,1992.0,28.0,Kohabitasi,Tidak bekerja
Kanada,124070400,1.0,1.0,1.0,2.0,7.0,7.0,5.0,6.0,6.0,Perempuan,1961.0,58.0,Pisah,Penuh waktu
Kanada,124070402,1.0,2.0,2.0,2.0,8.0,8.0,7.0,3.0,6.0,Laki-laki,1992.0,27.0,Kohabitasi,Penuh waktu
Kanada,124070403,1.0,3.0,1.0,3.0,8.0,9.0,9.0,4.0,5.0,Laki-laki,1961.0,59.0,Menikah,Pensiunan
Kanada,124070404,3.0,2.0,2.0,3.0,7.0,6.0,5.0,3.0,5.0,Laki-laki,1988.0,32.0,Lajang,Penuh waktu
Kanada,124070405,1.0,2.0,1.0,2.0,8.0,7.0,7.0,7.0,5.0,Perempuan,1985.0,35.0,Kohabitasi,Penuh waktu
Kanada,124070406,1.0,2.0,1.0,1.0,6.0,6.0,6.0,5.0,5.0,Perempuan,1988.0,32.0,Lajang,Penuh waktu
Kanada,124070407,1.0,1.0,1.0,1.0,8.0,8.0,4.0,4.0,5.0,Perempuan,1987.0,33.0,Menikah,Penuh waktu
Kanada,124070408,1.0,2.0,2.0,2.0,9.0,9.0,9.0,4.0,9.0,Laki-laki,1979.0,41.0,Menikah,Penuh waktu
Kanada,124070409,2.0,2.0,1.0,2.0,8.0,7.0,7.0,3.0,8.0,Perempuan,1982.0,37.0,Kohabitasi,Penuh waktu
Kanada,124070410,1.0,2.0,1.0,2.0,8.0,9.0,9.0,7.0,7.0,Laki-laki,1946.0,74.0,Menikah,Pensiunan
Kanada,124070411,1.0,3.0,2.0,4.0,6.0,7.0,8.0,3.0,1.0,Laki-laki,1949.0,71.0,Kohabitasi,Pensiunan
Kanada,124070412,2.0,1.0,2.0,4.0,3.0,3.0,7.0,2.0,6.0,Perempuan,1965.0,55.0,Kohabitasi,Pensiunan
Kanada,124070413,1.0,2.0,2.0,2.0,8.0,7.0,8.0,5.0,4.0,Perempuan,1954.0,66.0,Menikah,Paruh waktu
Kanada,124070414,2.0,1.0,1.0,2.0,5.0,5.0,5.0,4.0,5.0,Laki-laki,1988.0,32.0,Lajang,Penuh waktu
Kanada,124070415,1.0,1.0,1.0,2.0,8.0,7.0,6.0,5.0,5.0,Perempuan,1986.0,33.0,Lajang,Penuh waktu
Kanada,124070416,1.0,2.0,2.0,2.0,10.0,9.0,9.0,8.0,10.0,Perempuan,1985.0,35.0,Kohabitasi,Wiraswasta
Kanada,124070417,1.0,2.0,2.0,2.0,8.0,9.0,7.0,7.0,7.0,Laki-laki,1985.0,34.0,Menikah,Penuh waktu
Kanada,124070418,1.0,2.0,2.0,2.0,7.0,7.0,8.0,4.0,6.0,Perempuan,1971.0,49.0,Menikah,Paruh waktu
Kanada,124070419,1.0,1.0,2.0,2.0,9.0,7.0,8.0,7.0,4.0,Laki-laki,1947.0,73.0,Menikah,Pensiunan
Kanada,124070421,1.0,1.0,1.0,1.0,6.0,5.0,7.0,3.0,6.0,Laki-laki,1983.0,37.0,Lajang,Penuh waktu
Kanada,124070422,1.0,2.0,2.0,2.0,8.0,9.0,9.0,1.0,5.0,Laki-laki,1961.0,58.0,Kohabitasi,Penuh waktu
Kanada,124070423,2.0,2.0,1.0,2.0,6.0,5.0,3.0,3.0,6.0,Laki-laki,1993.0,27.0,Lajang,Pelajar/Mahasiswa
Kanada,124070425,1.0,1.0,1.0,3.0,8.0,7.0,4.0,8.0,8.0,Laki-laki,1989.0,31.0,Menikah,Paruh waktu
Kanada,124070426,1.0,1.0,1.0,2.0,9.0,8.0,7.0,10.0,5.0,Perempuan,1990.0,30.0,Lajang,Penuh waktu
Kanada,124070427,1.0,2.0,2.0,3.0,9.0,7.0,8.0,7.0,8.0,Laki-laki,1940.0,80.0,Menikah,Pensiunan
Kanada,124070428,2.0,2.0,2.0,3.0,7.0,6.0,4.0,7.0,5.0,Perempuan,1987.0,32.0,Lajang,Pelajar/Mahasiswa
Kanada,124070429,1.0,1.0,2.0,1.0,8.0,10.0,8.0,8.0,4.0,Perempuan,2002.0,18.0,Lajang,Pelajar/Mahasiswa
Kanada,124070431,1.0,3.0,3.0,3.0,8.0,8.0,7.0,7.0,6.0,Laki-laki,1956.0,64.0,Menikah,Pensiunan
Kanada,124070432,1.0,1.0,2.0,1.0,7.0,7.0,8.0,3.0,5.0,Laki-laki,1983.0,37.0,Menikah,Penuh waktu
Kanada,124070433,1.0,2.0,2.0,2.0,8.0,8.0,8.0,10.0,8.0,Perempuan,1964.0,56.0,Menikah,Paruh waktu
Kanada,124070434,1.0,2.0,1.0,3.0,8.0,8.0,8.0,9.0,8.0,Laki-laki,1950.0,69.0,Menikah,Pensiunan
Kanada,124070435,1.0,1.0,3.0,1.0,8.0,7.0,8.0,7.0,7.0,Laki-laki,1992.0,28.0,Menikah,Penuh waktu
Kanada,124070436,1.0,1.0,1.0,2.0,7.0,8.0,6.0,3.0,3.0,Laki-laki,1992.0,28.0,Kohabitasi,Penuh waktu
Kanada,124070437,1.0,1.0,1.0,1.0,7.0,7.0,8.0,1.0,5.0,Perempuan,1992.0,27.0,Kohabitasi,Penuh waktu
Kanada,124070439,1.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,9.0,Laki-laki,1957.0,63.0,Menikah,Pensiunan
Kanada,124070440,1.0,1.0,1.0,2.0,7.0,7.0,7.0,9.0,7.0,Laki-laki,1964.0,56.0,Kohabitasi,Penuh waktu
Kanada,124070441,1.0,1.0,1.0,3.0,5.0,5.0,1.0,3.0,5.0,Perempuan,1991.0,29.0,Lajang,Penuh waktu
Kanada,124070442,1.0,1.0,1.0,3.0,8.0,6.0,7.0,2.0,4.0,Laki-laki,1971.0,48.0,Kohabitasi,Wiraswasta
Kanada,124070443,1.0,1.0,1.0,2.0,7.0,5.0,5.0,9.0,10.0,Laki-laki,1970.0,50.0,Menikah,Penuh waktu
